Дата	ID клиента	Сумма
02.10.2007	52142	79391,34
03.10.2007	52142	87673,78
04.10.2007	52142	181053,84
05.10.2007	52142	87432,83
06.10.2007	52142	76452,04
07.10.2007	52177	46426,28
07.10.2007	52189	75162,5
08.10.2007	52189	132526,15
09.10.2007	52189	136923,02
10.10.2007	52189	139878,67
11.10.2007	52189	139289,6
12.10.2007	52189	142605,4
13.10.2007	52189	144762,59
14.10.2007	52189	168362,22
15.10.2007	52189	24676,76
16.10.2007	52189	55471,14
17.10.2007	52189	34906,28
18.10.2007	52189	80329,56
19.10.2007	52189	181234,38
20.10.2007	52189	78212,57
21.10.2007	52189	128256,03
22.10.2007	52189	122055,09
23.10.2007	52189	164823,31
24.10.2007	52189	109949,52
25.10.2007	52189	74855,89
26.10.2007	52189	129669,68
27.10.2007	52189	152732,55
28.10.2007	52189	90275,5
29.10.2007	52189	37087,75
30.10.2007	52189	23846,67
30.10.2007	52326	24935,05
31.10.2007	52326	32705,13
31.10.2007	52329	88282,07
01.11.2007	52329	47974,12
01.11.2007	52497	89814,53
02.11.2007	52497	102021,83
02.11.2007	52832	53191,26
02.11.2007	77145	4655,39
03.11.2007	77145	143060,01
04.11.2007	77145	31884,21
05.11.2007	77145	195176,61
06.11.2007	77145	46410,41
07.11.2007	77145	85602,97
08.11.2007	77145	131537,83
09.11.2007	77145	55995,59
10.11.2007	77145	167784,89
11.11.2007	77145	152939,81
12.11.2007	77145	87140,78
13.11.2007	77145	156994,38
14.11.2007	77145	102006,67
15.11.2007	77145	115576,75
16.11.2007	77145	59533,81
17.11.2007	77145	85781,45
18.11.2007	77145	27015,41
19.11.2007	77145	28847,6
20.11.2007	77145	32668,82
20.11.2007	77146	142914,38
21.11.2007	77146	144857,9
22.11.2007	77146	97900,28
23.11.2007	77146	93338,07
24.11.2007	77146	154469,67
25.11.2007	77146	41996,75
26.11.2007	77146	72919,05
27.11.2007	77146	31384,09
28.11.2007	77146	82178,39
29.11.2007	77146	33106,45
30.11.2007	77146	314947,04
01.12.2007	77146	70184,63
02.12.2007	77146	103637,36
03.12.2007	77146	39164,33
04.12.2007	77146	22541,28
05.12.2007	77146	148352,04
06.12.2007	77146	234182,3
07.12.2007	77146	214502,88
08.12.2007	77146	55032,97
09.12.2007	77146	76589,86
10.12.2007	77146	80512,91
11.12.2007	77146	133011,4
12.12.2007	77146	102365,41
13.12.2007	77147	56395,26
14.12.2007	77147	191294,88
15.12.2007	77147	88979,93
16.12.2007	77147	132004,95
17.12.2007	77147	120901,96
18.12.2007	77147	141200,43
19.12.2007	77147	226848,59
20.12.2007	92957	68579,89
21.12.2007	92957	151234,59
22.12.2007	92957	172299,47
23.12.2007	92957	39502,5
24.12.2007	92957	85046,42
25.12.2007	92957	128158,81
26.12.2007	92957	122380,55
27.12.2007	92957	192927,01
28.12.2007	92957	55525,55
29.12.2007	92957	152891,33
30.12.2007	92957	73612,8
